search_id,patient_id,search_query,filters_applied,treatment_clicked,country_clicked,clicked_clinic_id,time_on_search_page,timestamp
965,0abe8257-8ffe-48c9-92d8-1eb31a140609,knee replacement,"feature:financing, rating:4+, verified, specialty:cosmetic",dermatology clinic,Israel,1665,153,2025-01-25 14:19:31
966,c30f3c69-21ff-4f72-9b0f-caa7d56c478f,cosmetic surgery,verified,hair transplant,Russia,988,133,2025-01-21 14:19:31
967,150d28eb-9368-4dd6-9050-127e4e385d03,cardiology clinic,"specialty:cosmetic, feature:financing",dental implants,South Korea,577,87,2025-02-09 14:19:31
968,61a2d612-9a2f-4701-b3af-bb098c126e0e,ivf treatment,"specialty:dental, language:spanish, specialty:cosmetic",plastic surgery abroad,Spain,287,148,2025-02-22 14:19:31
969,1138978b-45fb-4e8a-963b-04fa9784713d,cheap surrogacy,"language:english, feature:luxury, rating:4+",knee replacement,South Korea,560,169,2025-03-06 14:19:31
970,1138978b-45fb-4e8a-963b-04fa9784713d,dermatology clinic,"verified, specialty:fertility, specialty:cosmetic",dermatology clinic,Denmark,1247,7,2025-04-17 14:19:31
971,ca3e3238-dbb2-4c33-a045-6992d79330f1,cosmetic surgery,"feature:financing, rating:4+, language:spanish, feature:luxury",ivf treatment,India,167,280,2025-04-15 14:19:31
972,fd2f1be9-beea-402a-8e2d-e1053c70dfca,dermatology clinic,language:english,mental health support,Israel,1665,188,2025-02-28 14:19:31
973,916baf87-6c27-416b-9d05-b827a863782e,dental implants,rating:4+,knee replacement,Argentina,759,232,2025-04-17 14:19:31
974,9ffda1e7-4052-43a5-a6fd-32156a107fb7,dental implants,"language:english, feature:telemedicine, specialty:dental",cheap surrogacy,Singapore,1672,160,2025-03-21 14:19:31
975,efe9e8c9-4497-434d-b7a0-aa7ff0278488,dermatology clinic,"verified, feature:luxury, rating:4+",cheap surrogacy,Czech Republic,1442,112,2025-04-18 14:19:31
976,d8eae31b-a2ac-4896-bf38-3a3e33a67403,mental health support,feature:luxury,plastic surgery abroad,Norway,1166,257,2025-03-28 14:19:31
977,532da8fe-73fe-4e1d-b36d-eb139f534d9a,knee replacement,"specialty:dental, specialty:fertility",ivf treatment,Romania,1528,70,2025-03-16 14:19:31
978,211f632b-752c-4a97-b60d-f6a37c198515,cheap surrogacy,"feature:financing, feature:luxury",dental implants,Italy,393,277,2025-01-30 14:19:31
979,a5630d3a-497b-413b-92de-b47d4455d60e,plastic surgery abroad,"verified, language:spanish, specialty:cosmetic, feature:financing",mental health support,Malaysia,662,213,2025-03-14 14:19:31
980,f3dc50bf-0486-4bee-8bef-4a768a601b92,plastic surgery abroad,"rating:4+, language:english, verified, feature:financing",dental implants,Canada,460,147,2025-02-24 14:19:31
981,ad49e072-7f84-4004-84ac-41b53f042c7b,dermatology clinic,"verified, language:spanish, feature:telemedicine",ivf treatment,Vietnam,686,297,2025-04-15 14:19:31
982,9f310fff-297a-4503-9833-33c3f88fa199,knee replacement,"specialty:dental, feature:telemedicine, feature:financing, specialty:cosmetic",hair transplant,Malaysia,675,37,2025-01-28 14:19:31
983,a95d3271-bd92-47a4-9d2a-e042042a2f64,ivf treatment,rating:4+,dental implants,UAE,885,176,2025-03-17 14:19:31
984,5193412d-6906-4118-af75-a3b2d8186112,ivf treatment,"feature:telemedicine, language:english, verified, language:spanish",plastic surgery abroad,Vietnam,684,126,2025-04-09 14:19:31
985,1c65f6bd-c179-4596-9772-e63ef6700a62,cheap surrogacy,"specialty:dental, rating:4+, specialty:cosmetic, verified",dental implants,Thailand,125,198,2025-03-09 14:19:31
986,fba2a5f1-56c7-4990-b401-73c10155aa51,ivf treatment,"verified, rating:4+",hair transplant,Thailand,113,226,2025-04-10 14:19:31
987,0d87bc72-bce0-4a63-997f-9b8d079bf5e6,dental implants,feature:luxury,mental health support,Argentina,782,54,2025-01-29 14:19:31
988,289a5e38-ad4b-44ec-9b67-3a2542c45041,mental health support,"specialty:cosmetic, verified",mental health support,Saudi Arabia,929,242,2025-02-23 14:19:31
989,0f589a93-bb63-421d-9c45-eba38159ace5,cheap surrogacy,language:english,dental implants,Greece,1334,237,2025-02-11 14:19:31
990,c9eef97c-eade-4b17-b0d0-90bd0dff01ba,cheap surrogacy,"specialty:dental, specialty:cosmetic",cheap surrogacy,USA,26,39,2025-02-02 14:19:31
991,818270d2-c310-4e2e-b107-514fb54a31ba,knee replacement,"feature:financing, feature:luxury",mental health support,Philippines,728,251,2025-01-29 14:19:31
992,754a3e48-a5b1-4afd-af2c-20ac953922c0,cosmetic surgery,"specialty:fertility, verified",cosmetic surgery,Thailand,124,164,2025-02-03 14:19:31
993,68950908-2e2c-4850-ab17-bd75307a1acb,plastic surgery abroad,"feature:luxury, feature:financing, specialty:fertility",dermatology clinic,Spain,302,163,2025-01-31 14:19:31
994,416aa7f6-eafd-4e7b-ba5d-bd40ed711fe9,hair transplant,"verified, feature:financing, specialty:fertility",knee replacement,Thailand,118,264,2025-02-06 14:19:31
995,3281f976-c680-42e5-a78d-af97a614f06a,dental implants,"language:english, feature:telemedicine, feature:financing, specialty:cosmetic",ivf treatment,UK,413,179,2025-03-25 14:19:31
996,dbe83664-302f-420e-b874-05cab22f2e91,dermatology clinic,"specialty:cosmetic, language:english, feature:financing, feature:luxury",mental health support,Indonesia,614,173,2025-03-29 14:19:31
997,ad987301-7f85-44e7-9177-6f21d48f5ba3,dermatology clinic,rating:4+,dental implants,Canada,450,119,2025-01-20 14:19:31
998,36841339-7fcb-4f31-93ac-009a2fc10403,dermatology clinic,"feature:telemedicine, rating:4+",cardiology clinic,Romania,1505,197,2025-03-23 14:19:31
999,f1db9ad8-6098-4b94-a05b-189264bc08cf,cosmetic surgery,language:english,ivf treatment,USA,21,188,2025-04-15 14:19:31
1000,91b45e06-cc0a-428b-b518-5923e8292e3b,ivf treatment,"feature:luxury, rating:4+",cheap surrogacy,Italy,399,189,2025-04-13 14:19:31
1001,72f68fe1-aace-4a98-b32e-9280c2fd6177,dental implants,"feature:telemedicine, feature:luxury",knee replacement,France,357,139,2025-03-27 14:19:31
1002,6372d635-7141-4f58-9b8e-c35b3c83861e,plastic surgery abroad,"specialty:fertility, feature:telemedicine",cosmetic surgery,Mexico,45,139,2025-04-06 14:19:31
1003,039479c1-c363-461f-9400-9191d1d06bcd,cosmetic surgery,"specialty:dental, language:english, feature:telemedicine, specialty:fertility",knee replacement,Saudi Arabia,935,194,2025-03-02 14:19:31
1004,4d7ae829-cdfc-4f75-a51e-89f1acd380ef,cosmetic surgery,"specialty:dental, specialty:cosmetic, specialty:fertility, feature:financing",knee replacement,Bulgaria,1628,103,2025-02-09 14:19:31
1005,a0d80651-3338-42d1-a691-c66400c99370,cardiology clinic,"specialty:cosmetic, language:spanish, feature:telemedicine",cheap surrogacy,Turkey,95,101,2025-02-09 14:19:31
1006,40767e21-8677-42d3-ae7a-6de6c66dfe25,cosmetic surgery,"feature:telemedicine, verified, feature:luxury",plastic surgery abroad,Brazil,259,255,2025-03-23 14:19:31
1007,21939b93-77ed-48d9-a82e-6889b7174acf,ivf treatment,"specialty:cosmetic, specialty:dental, specialty:fertility, feature:luxury",plastic surgery abroad,Colombia,795,196,2025-02-14 14:19:31
1008,de4097c3-3427-4466-97f4-b85d597faaf0,dermatology clinic,"language:english, specialty:cosmetic",dermatology clinic,Poland,1077,258,2025-02-17 14:19:31
1009,cdb4adab-ca27-4d69-8226-4ba40775d778,cheap surrogacy,"specialty:cosmetic, verified, feature:telemedicine, specialty:dental",dermatology clinic,UK,416,125,2025-02-27 14:19:31
1010,6ed338be-4cc6-467e-8ddb-3f9e81300e68,hair transplant,"language:spanish, specialty:fertility, language:english, feature:financing",ivf treatment,Sweden,1128,73,2025-04-08 14:19:31
1011,3cf29ade-171a-4b65-a272-d7ca7f176b55,dermatology clinic,"feature:telemedicine, verified, rating:4+",cheap surrogacy,Ukraine,1050,177,2025-02-23 14:19:31
1012,b69d2f48-3653-4588-afd5-8fe765c62548,dermatology clinic,"language:spanish, language:english, rating:4+, specialty:fertility",mental health support,South Korea,560,17,2025-03-27 14:19:31
1013,5ea0942c-3f91-4419-a846-a9df73733554,knee replacement,"specialty:dental, language:english, specialty:cosmetic",plastic surgery abroad,South Africa,604,267,2025-02-08 14:19:31
1014,df22367d-4262-448c-9aa3-3580fb708dd7,ivf treatment,"feature:telemedicine, specialty:dental, feature:financing",cardiology clinic,India,147,24,2025-02-08 14:19:31
1015,49902258-36cd-442f-892c-6b33d9af8224,cardiology clinic,"language:english, feature:luxury",hair transplant,Indonesia,620,102,2025-01-18 14:19:31
1016,6ff6881f-77dd-462b-8a6b-836b157f108b,cosmetic surgery,"verified, feature:luxury, feature:financing",cardiology clinic,Singapore,1685,211,2025-02-26 14:19:31
1017,028bffb6-c528-4c36-a545-034c714cd65e,cheap surrogacy,rating:4+,plastic surgery abroad,Greece,1340,81,2025-02-27 14:19:31
1018,dcda8cc1-8427-4378-b40d-8aefa0ba6142,knee replacement,"rating:4+, feature:telemedicine",cheap surrogacy,Poland,1057,287,2025-02-18 14:19:31
1019,383e69a4-81f4-4dfd-bb6b-1c0d702805af,dermatology clinic,"specialty:dental, language:english, feature:telemedicine",mental health support,Egypt,879,112,2025-02-21 14:19:31
1020,b69d2f48-3653-4588-afd5-8fe765c62548,plastic surgery abroad,language:english,cheap surrogacy,Spain,285,70,2025-03-10 14:19:31
1021,9a0278a6-1e67-43d7-b3aa-972bebf45b9d,dental implants,"language:english, specialty:cosmetic, feature:telemedicine, rating:4+",mental health support,Egypt,872,280,2025-03-11 14:19:31
1022,d76ac5a8-08e9-4548-9b16-acb8e7bd1db7,cheap surrogacy,specialty:cosmetic,dental implants,Bulgaria,1609,76,2025-03-30 14:19:31
1023,ca8c5366-0729-4d47-bc65-9dc94b425bba,cardiology clinic,"language:spanish, feature:telemedicine, specialty:cosmetic, verified",mental health support,Netherlands,1095,101,2025-02-17 14:19:31
1024,2719bfdb-53b3-418b-ade0-56489ac60306,cardiology clinic,"feature:luxury, specialty:dental, specialty:fertility, verified",plastic surgery abroad,Switzerland,1383,95,2025-04-14 14:19:31
1025,2a112eab-c5ba-46af-bb60-be1c66d29752,cheap surrogacy,"verified, specialty:fertility, feature:telemedicine, specialty:cosmetic",hair transplant,Colombia,791,110,2025-03-20 14:19:31
1026,f31dde25-9496-434f-9438-231daa0a2259,plastic surgery abroad,rating:4+,cardiology clinic,Thailand,118,270,2025-04-17 14:19:31
1027,4e0ebe2e-de72-4970-90c4-9f9eb020321b,cardiology clinic,"language:spanish, specialty:fertility, specialty:dental, rating:4+",mental health support,Netherlands,1099,249,2025-04-10 14:19:31
1028,7a7628e6-7394-4796-91c4-243bf07db671,knee replacement,"feature:telemedicine, feature:luxury",dermatology clinic,UAE,886,86,2025-01-31 14:19:31
1029,1edfc59e-2775-4e9d-a770-c217f455af73,hair transplant,"feature:financing, rating:4+",knee replacement,South Korea,565,8,2025-03-31 14:19:31
1030,2219b7f7-7808-4004-82a4-58e115f2f85a,ivf treatment,"specialty:cosmetic, feature:telemedicine, language:english, feature:luxury",dermatology clinic,Russia,1006,241,2025-02-04 14:19:31
1031,1ce370ed-6857-47ac-ba40-fe3983a5f421,ivf treatment,"rating:4+, language:english, feature:luxury",cheap surrogacy,Colombia,801,94,2025-02-24 14:19:31
1032,107e528c-e940-43af-9488-edffdc352577,cosmetic surgery,"rating:4+, language:spanish, specialty:fertility, language:english",ivf treatment,Norway,1165,206,2025-01-19 14:19:31
1033,0a4fee3b-4a22-4ba5-925f-2cc65e9d2f8a,dental implants,"specialty:fertility, feature:luxury",plastic surgery abroad,Ireland,1287,154,2025-01-23 14:19:31
1034,5e8a10da-13fc-427f-b237-cf5b36fc1c46,ivf treatment,"rating:4+, language:spanish",plastic surgery abroad,Serbia,1561,67,2025-03-02 14:19:31
1035,f9a732dc-5d1c-4906-9090-dc9d2b3171dc,ivf treatment,"language:spanish, rating:4+, specialty:fertility",knee replacement,Japan,518,264,2025-04-13 14:19:31
1036,9925bc9b-cd60-4879-b79b-1079abb8fe95,dental implants,rating:4+,cardiology clinic,Argentina,781,209,2025-03-25 14:19:31
1037,2e904b5c-5e1b-415f-aa1c-701b159b2b6b,dental implants,feature:luxury,cosmetic surgery,Croatia,235,172,2025-01-23 14:19:31
1038,0c0b6cd1-8e8c-41d8-b59d-65ae3c1689c2,dermatology clinic,"rating:4+, specialty:dental, feature:financing, feature:luxury",knee replacement,Greece,1346,229,2025-04-01 14:19:31
1039,949aca46-0a87-4ac2-8f3f-5995e468eb64,hair transplant,"specialty:fertility, verified",ivf treatment,Denmark,1244,95,2025-03-12 14:19:31
1040,6e2f1d3b-fd9f-45f4-8816-d739c3933447,plastic surgery abroad,"specialty:fertility, specialty:dental, verified, language:english",cosmetic surgery,South Korea,560,230,2025-03-04 14:19:31
1041,444122a5-6bd1-4826-a6c2-cbb783c74cbe,knee replacement,feature:financing,dermatology clinic,Canada,443,29,2025-01-27 14:19:31
1042,3a6a22d9-c986-4893-abf5-fc9887972916,plastic surgery abroad,language:spanish,hair transplant,Belgium,1414,232,2025-04-12 14:19:31
1043,afad328e-a5c9-4f20-b967-26aaad2b2c82,dental implants,language:spanish,knee replacement,Slovenia,1572,132,2025-03-02 14:19:31
1044,1915bb1c-744d-4236-9c7c-0778c74f054f,knee replacement,"specialty:dental, verified",dental implants,Egypt,864,12,2025-03-06 14:19:31
1045,028bffb6-c528-4c36-a545-034c714cd65e,knee replacement,feature:telemedicine,cosmetic surgery,Germany,198,90,2025-04-13 14:19:31
1046,5e3003e1-f541-444e-96cc-b813263553ba,plastic surgery abroad,language:english,plastic surgery abroad,Malaysia,661,102,2025-01-29 14:19:31
1047,18407642-9404-4909-981c-a1a0b7bba2aa,plastic surgery abroad,"language:spanish, specialty:dental, feature:telemedicine, feature:financing",cardiology clinic,Croatia,217,170,2025-03-27 14:19:31
1048,802993b1-daea-444a-a91a-49055a29fe6b,mental health support,"verified, language:spanish, feature:telemedicine",knee replacement,Saudi Arabia,940,38,2025-01-24 14:19:31
1049,7570d730-e5e7-4add-a8c8-7ed8eb035cda,hair transplant,"verified, specialty:dental, feature:telemedicine",hair transplant,Chile,842,260,2025-04-05 14:19:31
1050,792cad76-e39e-47c2-aac9-8528a5f701fe,plastic surgery abroad,"feature:luxury, specialty:dental",cardiology clinic,Denmark,1229,203,2025-01-22 14:19:31
1051,70a91477-ff1b-454d-ac65-659da2ef1e21,cosmetic surgery,"specialty:fertility, language:english, rating:4+",cardiology clinic,India,139,14,2025-01-31 14:19:31
1052,d4147d03-6cfa-48cf-b62e-110a25848385,cheap surrogacy,"language:spanish, feature:financing, feature:telemedicine, feature:luxury",dental implants,Finland,1204,124,2025-04-16 14:19:31
1053,1b8dc821-836f-424b-8b8b-56f7ead44e11,ivf treatment,"feature:telemedicine, language:spanish, specialty:cosmetic",ivf treatment,Ireland,1270,35,2025-04-01 14:19:31
1054,a151ed02-2f09-4f4d-a43f-683aa43101e4,dermatology clinic,"feature:telemedicine, specialty:fertility, language:spanish",dental implants,UK,419,126,2025-02-01 14:19:31
1055,0a4fee3b-4a22-4ba5-925f-2cc65e9d2f8a,dermatology clinic,"specialty:fertility, feature:luxury, language:english",dental implants,Portugal,1319,271,2025-02-24 14:19:31
1056,1ddea07d-651a-4277-817f-319f04961795,hair transplant,feature:telemedicine,cardiology clinic,Romania,1501,180,2025-03-18 14:19:31
1057,178a8c73-f53b-4020-be2d-e8c89fe3f824,plastic surgery abroad,feature:telemedicine,knee replacement,Israel,1642,200,2025-02-11 14:19:31
1058,d2450039-5e24-496e-b736-3ad979a8226b,cosmetic surgery,"verified, specialty:dental, rating:4+, specialty:cosmetic",dental implants,Italy,395,77,2025-03-23 14:19:31
1059,62359144-1e7f-42ad-aa39-73ffe14fea78,ivf treatment,"specialty:cosmetic, feature:financing",knee replacement,Bulgaria,1629,125,2025-02-13 14:19:31
1060,984f5a56-3344-47eb-96b0-905232f75350,mental health support,"feature:luxury, specialty:fertility, feature:telemedicine, specialty:dental",cosmetic surgery,Egypt,869,132,2025-03-11 14:19:31
1061,23fbc01f-d7be-4b4f-b967-6dc6d6fdd1a5,cheap surrogacy,"feature:telemedicine, feature:luxury, rating:4+, verified",mental health support,Philippines,737,198,2025-03-28 14:19:31
1062,949aca46-0a87-4ac2-8f3f-5995e468eb64,dermatology clinic,"feature:financing, language:spanish, specialty:fertility, specialty:cosmetic",dermatology clinic,Bulgaria,1626,15,2025-03-01 14:19:31
1063,c83924d7-d03b-4bfc-9ca7-e284f2307c22,ivf treatment,"specialty:cosmetic, feature:financing, specialty:fertility",cosmetic surgery,Sweden,1133,136,2025-03-01 14:19:31
1064,0ba6aa86-cf52-45f7-bf8c-c6f9b5a61d61,hair transplant,"feature:luxury, language:spanish, rating:4+, verified",cosmetic surgery,Vietnam,683,245,2025-03-24 14:19:31
1065,d6415102-20d1-468f-8b8c-e21f97289c5e,knee replacement,verified,cardiology clinic,Ukraine,1026,256,2025-02-26 14:19:31
1066,70a91477-ff1b-454d-ac65-659da2ef1e21,mental health support,"language:english, language:spanish, rating:4+, specialty:fertility",cheap surrogacy,Portugal,1313,41,2025-02-25 14:19:31
1067,1fef9a77-f0fb-4b65-a6a5-790ac1ade98a,dental implants,language:spanish,cosmetic surgery,Norway,1159,104,2025-02-22 14:19:31
1068,373058be-4892-4bd6-a399-40dd4e1f39be,hair transplant,"feature:financing, rating:4+, language:english",dental implants,Belgium,1427,202,2025-02-23 14:19:31
1069,ccbcbf4b-78ea-47e2-8bc4-dd425c39b57d,knee replacement,"rating:4+, verified",cardiology clinic,Israel,1666,19,2025-01-19 14:19:31
1070,04110e35-d0e3-4b2b-9ca6-4c3330d867cd,cosmetic surgery,"specialty:cosmetic, rating:4+, specialty:fertility",knee replacement,Japan,521,87,2025-04-17 14:19:31
1071,a97ef131-4b26-40a3-b3b1-cca4774d34f5,ivf treatment,"language:spanish, specialty:dental, feature:telemedicine, rating:4+",mental health support,Georgia,340,134,2025-01-20 14:19:31
1072,bf957403-ce4b-42bb-a3d3-ce8ebcbb859a,plastic surgery abroad,"specialty:cosmetic, feature:luxury, language:spanish, rating:4+",ivf treatment,Hungary,1491,60,2025-01-27 14:19:31
1073,c0a7ad9c-a5ac-4d5a-88f1-8eed67037089,cardiology clinic,"feature:luxury, feature:telemedicine",mental health support,Serbia,1533,162,2025-04-18 14:19:31
1074,e90f4137-15be-4dd0-97b0-27ce4fe5c13b,dermatology clinic,specialty:dental,mental health support,India,144,273,2025-02-24 14:19:31
1075,9e55f98d-4d84-4cb6-bc99-d86eb9d5546c,hair transplant,"specialty:fertility, specialty:cosmetic, language:english, specialty:dental",cosmetic surgery,Czech Republic,1442,106,2025-02-15 14:19:31
1076,60b36938-5107-4545-bc5b-14bd05b149a0,plastic surgery abroad,rating:4+,knee replacement,Norway,1162,100,2025-03-24 14:19:31
1077,11d1e7d5-db55-4642-b054-366b6d8ee559,cosmetic surgery,"feature:luxury, language:spanish",cheap surrogacy,UAE,903,60,2025-01-27 14:19:31
1078,a5e8c198-3c10-416d-bf63-a0653e85c8c4,ivf treatment,"specialty:dental, language:spanish, specialty:cosmetic",ivf treatment,South Korea,567,180,2025-04-15 14:19:31
1079,7d57ef69-332a-435a-833d-3df15e11a680,knee replacement,"rating:4+, specialty:dental, verified, specialty:cosmetic",dental implants,South Korea,545,26,2025-04-06 14:19:31
1080,79ab3018-87f3-49a4-8d1a-810d910171d2,plastic surgery abroad,language:spanish,plastic surgery abroad,Denmark,1235,141,2025-02-15 14:19:31
1081,80f58b81-2b7c-4ee3-82a2-79502deb5687,cardiology clinic,"language:english, specialty:cosmetic, feature:financing, specialty:fertility",knee replacement,Singapore,1673,189,2025-01-23 14:19:31
1082,f1db9ad8-6098-4b94-a05b-189264bc08cf,mental health support,language:english,ivf treatment,Malaysia,677,6,2025-02-19 14:19:31
