clinic_id,clinic_name,country,city,specialties,languages_spoken,is_verified,has_profile_photo,has_doctor_bio,has_services_listed,has_prices_listed,has_reviews,completeness_score,average_price,average_review_rating,response_rate_percent,average_response_time_hours,last_updated_date,total_clicks,last_clicked_date,clinic_activity_score,inquiries_last_30_days,last_response_date
518,"Hernandez, Cole and Watson",USA,Miami,"Orthopedics, Cosmetic Surgery",Spanish,1,0,0,0,1,1,,6040.01,3.0,65,34.6,2025-04-13,838,2025-04-17,72,43,2025-04-09
519,Hines-Berry,Croatia,Zagreb,"Cardiology, Fertility, Dermatology",English,1,1,1,1,1,1,,6802.38,2.0,79,2.0,2025-03-04,308,2025-03-04,42,33,2025-03-25
520,"Richardson, Edwards and Ramirez",Germany,Hamburg,"Dental, Cosmetic Surgery","Hindi, Thai, English",0,1,0,0,1,1,,793.59,3.3,94,70.1,2025-03-03,211,2025-03-02,11,12,2025-03-20
521,Johnson and Sons,Thailand,Phuket,Cosmetic Surgery,"Thai, Hindi, Turkish",0,1,1,1,1,1,,9480.03,2.1,62,3.9,2025-02-11,718,2025-03-28,78,7,2025-04-05
522,Holmes-Mcintyre,Croatia,Split,"Cosmetic Surgery, Dermatology, Dental",Turkish,0,1,0,1,0,1,,5124.84,1.3,68,2.1,2025-04-13,222,2025-03-31,75,7,2025-04-17
523,Green LLC,Thailand,Chiang Mai,Orthopedics,"Thai, English",0,1,0,1,1,0,,9560.01,3.9,59,71.7,2025-03-24,442,2025-03-12,10,18,2025-04-11
524,"Griffin, Davies and Mitchell",USA,New York,"Fertility, Orthopedics","Turkish, English",1,1,1,0,1,1,,8141.61,1.6,99,15.2,2025-04-01,426,2025-03-14,25,19,2025-04-09
525,Gonzalez-Taylor,USA,New York,"Dermatology, Orthopedics, Fertility","Croatian, Turkish",0,0,1,1,1,1,,3864.84,2.9,76,33.8,2025-02-06,27,2025-02-28,53,5,2025-03-25
526,Hayes Ltd,Mexico,Tijuana,"Fertility, Cardiology","German, Spanish, Hindi",1,0,1,0,1,0,,4896.67,4.1,83,33.7,2025-04-12,86,2025-04-15,34,41,2025-04-15
527,Osborn-Cochran,Turkey,Izmir,Cosmetic Surgery,"Turkish, Thai, German",0,0,0,0,0,1,,1795.83,4.6,90,61.5,2025-03-11,643,2025-03-30,92,0,2025-03-24
528,Contreras-Mckinney,Thailand,Phuket,"Fertility, Dental, Cardiology",Spanish,0,0,0,0,0,1,,734.24,3.0,75,5.0,2025-04-03,307,2025-03-24,61,11,2025-03-23
529,"Daniels, Vance and York",Mexico,Tijuana,"Cardiology, Orthopedics","Hindi, English, Turkish",0,0,0,0,0,0,,5359.39,3.8,62,34.8,2025-03-12,296,2025-03-07,12,37,2025-04-03
530,"Mckinney, Graves and Thompson",Turkey,Izmir,"Orthopedics, Dermatology","Croatian, English, Turkish",1,1,0,0,1,1,,1641.2,2.6,87,22.5,2025-01-26,666,2025-02-20,84,39,2025-04-04
531,Hicks-Martinez,USA,New York,Orthopedics,"Turkish, German, English",0,1,0,1,1,0,,2157.72,1.6,91,52.1,2025-03-06,470,2025-03-04,100,8,2025-04-10
532,Conner and Sons,Croatia,Dubrovnik,"Orthopedics, Dental","Turkish, Croatian, Thai",0,1,0,1,1,1,,1141.91,1.1,96,12.3,2025-04-06,681,2025-04-12,63,43,2025-04-03
533,Johnson-Spencer,Turkey,Istanbul,"Fertility, Dental, Dermatology","Turkish, Croatian, English",0,1,0,0,0,1,,7751.84,3.4,51,66.6,2025-03-08,110,2025-03-05,57,24,2025-04-14
534,Mcdonald-Bird,Germany,Hamburg,"Fertility, Dermatology, Cosmetic Surgery","Turkish, Thai",1,0,0,0,1,0,,1317.17,1.1,92,7.8,2025-04-14,829,2025-04-10,0,23,2025-03-25
535,Salazar Inc,Thailand,Phuket,"Dental, Cosmetic Surgery, Fertility","Thai, Croatian, Hindi",1,0,0,1,1,1,,6375.55,3.2,58,57.9,2025-02-21,437,2025-03-09,48,4,2025-03-31
536,Parker Ltd,USA,Los Angeles,"Cosmetic Surgery, Dental, Cardiology","Spanish, English",1,0,0,1,1,1,,7181.1,1.3,60,69.7,2025-04-09,547,2025-03-13,30,33,2025-03-20
537,"Mendoza, Jenkins and Ortiz",India,Bangalore,"Orthopedics, Cardiology",Hindi,0,1,1,0,0,1,,4503.35,1.8,98,5.2,2025-03-23,560,2025-02-25,93,21,2025-03-20
538,"Jones, Compton and Day",Croatia,Dubrovnik,Fertility,"English, Hindi",0,1,0,1,0,1,,9492.71,2.1,52,8.4,2025-02-14,519,2025-04-04,83,22,2025-04-05
539,Owens-Holmes,Thailand,Chiang Mai,Dental,English,0,1,0,1,0,1,,7773.97,3.8,77,50.8,2025-02-07,141,2025-04-11,56,7,2025-03-21
540,Humphrey PLC,India,Mumbai,"Fertility, Cosmetic Surgery","English, Spanish",0,0,0,0,1,0,,9913.92,1.1,96,18.7,2025-04-11,78,2025-04-15,16,28,2025-04-13
541,"Matthews, Saunders and Anderson",Turkey,Istanbul,"Cosmetic Surgery, Cardiology","Spanish, German, Croatian",1,1,0,0,0,1,,9414.52,1.8,95,53.2,2025-03-04,919,2025-02-19,28,28,2025-03-27
542,"Bartlett, Brown and Martinez",Turkey,Ankara,"Cosmetic Surgery, Fertility, Dermatology","Thai, Hindi",0,0,1,1,1,1,,1245.24,4.6,83,17.4,2025-02-07,215,2025-04-11,47,46,2025-03-23
543,Torres and Sons,Croatia,Zagreb,Fertility,"Turkish, Thai, Croatian",0,0,1,0,1,1,,6088.28,2.2,55,5.2,2025-01-30,393,2025-03-18,2,24,2025-04-06
544,Donovan-Perez,Thailand,Bangkok,Fertility,"Spanish, Thai",1,0,1,0,1,0,,9145.51,4.0,71,66.5,2025-03-16,829,2025-03-01,75,13,2025-03-25
545,"Jacobson, Singleton and King",USA,New York,"Cardiology, Orthopedics, Dermatology","Thai, English, Croatian",1,1,1,1,1,0,,9622.9,2.9,65,10.4,2025-04-17,287,2025-02-26,87,17,2025-04-16
546,"Huber, Hill and Weber",Mexico,Tijuana,"Cosmetic Surgery, Cardiology","English, Hindi",1,1,1,1,0,0,,3415.5,3.6,66,61.2,2025-02-21,473,2025-04-17,56,0,2025-04-04
547,"Ferguson, Shaw and Jackson",USA,New York,"Dermatology, Cardiology",Turkish,0,0,1,1,0,1,,2208.14,4.1,67,19.4,2025-02-14,130,2025-04-04,80,11,2025-04-14
548,"Moore, Hopkins and Le",Croatia,Dubrovnik,"Dental, Fertility, Dermatology","English, Spanish, Hindi",1,1,0,0,0,1,,9765.18,1.1,72,39.4,2025-04-13,614,2025-04-03,44,6,2025-04-16
549,"Morgan, Bradshaw and Williams",India,Mumbai,Cardiology,Spanish,0,1,1,1,0,1,,8820.6,1.6,70,44.1,2025-03-03,343,2025-03-23,83,23,2025-04-03
550,Miller Ltd,Turkey,Izmir,Fertility,"English, German",0,0,0,0,1,1,,9429.43,2.5,87,3.3,2025-03-30,390,2025-03-01,83,5,2025-03-19
551,"Baker, Clark and Armstrong",USA,Los Angeles,"Cardiology, Dermatology, Orthopedics","Thai, English, Hindi",0,1,1,1,1,0,,8442.08,2.2,65,24.3,2025-03-03,236,2025-03-20,40,47,2025-04-15
552,"Fowler, Jimenez and Burton",Germany,Berlin,"Dermatology, Orthopedics","English, German",0,1,1,0,1,1,,2682.75,4.3,58,66.7,2025-03-18,795,2025-02-19,52,43,2025-03-31
553,May-Turner,Germany,Berlin,"Cosmetic Surgery, Dermatology, Cardiology","English, Croatian",1,1,0,1,0,0,,8825.85,1.1,57,30.7,2025-02-07,728,2025-02-18,60,47,2025-04-15
554,Ballard Ltd,Mexico,Cancun,"Dental, Fertility",Spanish,1,1,1,0,1,0,,7263.84,1.5,71,43.0,2025-01-30,110,2025-03-03,5,4,2025-03-26
555,Evans-Jones,Turkey,Ankara,"Dermatology, Orthopedics","Croatian, Turkish, German",1,0,0,0,0,0,,6138.76,2.5,91,33.2,2025-03-08,449,2025-04-07,65,46,2025-03-31
556,Moore Group,Turkey,Istanbul,Cosmetic Surgery,"German, English",1,1,1,1,1,0,,9558.38,1.2,97,63.6,2025-03-23,440,2025-03-16,35,36,2025-03-21
557,Marshall-Peterson,India,Mumbai,Cosmetic Surgery,"Spanish, English",1,1,1,1,0,0,,3240.55,4.7,88,54.5,2025-03-20,682,2025-04-01,18,6,2025-04-12
558,Edwards Ltd,India,Bangalore,Dental,"English, Hindi, Thai",0,0,1,0,1,0,,3177.46,4.8,77,53.0,2025-02-11,129,2025-02-24,58,18,2025-03-20
559,Gross-Valencia,USA,Miami,"Dental, Orthopedics, Cardiology","German, English",0,1,0,1,0,0,,7409.94,2.3,82,24.8,2025-02-19,645,2025-03-02,65,43,2025-03-25
560,Anderson-Wood,USA,Miami,"Cosmetic Surgery, Dental, Orthopedics",Thai,1,0,0,0,0,0,,6070.26,4.5,64,48.8,2025-03-16,481,2025-04-09,62,11,2025-03-26
561,"Rodriguez, Allen and Martinez",Thailand,Chiang Mai,Fertility,"English, Hindi, Spanish",0,1,0,1,0,0,,868.72,3.8,89,28.0,2025-02-03,240,2025-03-09,44,30,2025-04-02
562,Wright-Davis,Germany,Berlin,"Fertility, Cosmetic Surgery","Turkish, Croatian, Thai",1,1,1,0,0,0,,9647.73,4.6,98,21.4,2025-02-20,333,2025-04-03,84,27,2025-04-15
563,Dougherty-Lin,Mexico,Mexico City,"Dermatology, Dental","Thai, Turkish",0,1,1,1,0,0,,3263.84,3.0,100,30.0,2025-02-06,790,2025-03-29,33,43,2025-04-08
564,Wright-Grimes,Thailand,Chiang Mai,"Orthopedics, Dermatology","English, German",1,0,1,0,1,1,,4393.21,3.3,60,39.1,2025-01-28,112,2025-02-17,78,39,2025-04-08
565,Li PLC,Mexico,Tijuana,"Dental, Dermatology, Orthopedics",Croatian,1,1,0,0,0,1,,5586.99,4.9,84,29.1,2025-03-20,297,2025-02-26,20,23,2025-04-08
566,"Edwards, Hines and Jimenez",Thailand,Bangkok,"Dermatology, Fertility, Dental",Croatian,0,0,1,1,0,0,,3189.35,1.1,90,55.8,2025-03-18,34,2025-04-01,95,7,2025-03-23
567,"Owens, Koch and Jimenez",Croatia,Split,"Orthopedics, Fertility, Cosmetic Surgery",English,0,1,0,0,0,0,,7490.8,4.2,62,60.0,2025-03-10,803,2025-03-29,54,32,2025-03-26
568,Landry PLC,USA,New York,"Orthopedics, Fertility",German,1,1,1,1,0,0,,9685.42,3.2,80,21.2,2025-01-19,546,2025-03-17,31,24,2025-04-18
569,Levy-Lewis,Thailand,Phuket,"Cosmetic Surgery, Cardiology","English, Turkish, Spanish",0,1,0,1,1,1,,5849.96,3.6,71,11.2,2025-01-28,999,2025-04-13,12,35,2025-04-13
570,Williams-Campbell,Mexico,Mexico City,"Fertility, Dental, Dermatology","Hindi, Turkish",0,0,1,1,1,1,,7534.86,4.3,52,23.8,2025-02-05,613,2025-03-23,0,17,2025-03-27
571,"Khan, Pena and Ruiz",Mexico,Tijuana,"Cardiology, Orthopedics","Thai, Spanish",1,1,1,0,0,1,,7142.93,2.5,98,2.0,2025-02-11,766,2025-04-11,21,12,2025-04-04
572,"Smith, Rodriguez and Anderson",Croatia,Zagreb,Orthopedics,"Spanish, Thai",1,0,1,1,0,1,,1617.04,5.0,96,66.5,2025-01-22,277,2025-03-16,41,39,2025-03-21
573,Luna-Gallagher,Turkey,Izmir,"Fertility, Dermatology, Cosmetic Surgery","Thai, Spanish, Hindi",1,1,1,1,0,1,,9307.26,3.9,58,12.7,2025-02-17,10,2025-03-29,53,11,2025-04-14
574,Williams-Williams,Thailand,Bangkok,Cosmetic Surgery,"Spanish, Croatian, English",1,1,0,0,1,0,,1134.33,3.5,64,25.5,2025-04-17,950,2025-04-06,35,18,2025-03-23
575,"Lee, Tran and Jones",Croatia,Split,"Dermatology, Cosmetic Surgery, Cardiology","Croatian, Turkish, German",0,0,0,0,0,1,,2194.09,3.3,58,57.6,2025-02-02,660,2025-02-28,49,21,2025-03-31
576,"Cole, Pierce and Bryan",Croatia,Dubrovnik,"Cosmetic Surgery, Cardiology, Orthopedics",Spanish,0,0,0,0,0,0,,2065.77,4.5,70,6.5,2025-04-12,140,2025-03-17,56,27,2025-03-28
577,"Becker, Wilson and Hester",Thailand,Chiang Mai,"Cardiology, Dental",Hindi,1,1,1,1,1,1,,8467.17,2.3,55,63.7,2025-03-22,978,2025-04-08,81,17,2025-03-27
578,Brooks-Hatfield,Mexico,Mexico City,"Orthopedics, Dermatology, Cosmetic Surgery","English, Hindi, Turkish",1,0,0,1,1,1,,7420.67,1.9,85,63.2,2025-03-25,391,2025-03-26,22,47,2025-04-18
579,"Mcmillan, Fischer and Gonzalez",Mexico,Mexico City,"Cardiology, Fertility",Hindi,1,1,0,1,1,0,,6264.36,1.1,67,46.6,2025-02-27,44,2025-03-05,90,16,2025-04-10
580,"Morales, Williams and Williams",Germany,Berlin,"Dental, Orthopedics, Cardiology","Spanish, Turkish",0,0,1,0,0,0,,8773.68,1.5,76,60.2,2025-04-03,57,2025-03-21,81,45,2025-04-17
581,"Cook, Wells and Bryant",Turkey,Istanbul,"Cosmetic Surgery, Fertility, Dental","Croatian, Thai",1,0,1,0,1,1,,8458.31,3.7,54,14.7,2025-02-13,151,2025-03-03,34,5,2025-04-13
582,"Barry, Taylor and Velazquez",Thailand,Bangkok,"Cardiology, Fertility","Hindi, Turkish, Spanish",0,1,1,1,0,1,,4929.4,4.3,55,41.2,2025-02-18,90,2025-04-11,11,11,2025-03-26
583,Martin-Ewing,USA,Los Angeles,"Cardiology, Dental",Croatian,0,0,1,1,0,0,,3423.93,3.7,62,54.1,2025-04-02,317,2025-04-15,48,45,2025-04-09
584,"Kirby, Wheeler and Romero",Mexico,Mexico City,Cardiology,"Turkish, Spanish",0,1,0,0,1,1,,7126.8,2.1,81,26.2,2025-03-03,357,2025-02-28,82,33,2025-04-04
585,"Patel, Erickson and Evans",Croatia,Dubrovnik,"Fertility, Dental, Orthopedics",Hindi,0,1,1,1,0,1,,7146.71,3.0,97,57.4,2025-04-07,525,2025-02-28,26,16,2025-04-12
586,Richardson Ltd,Thailand,Chiang Mai,Dental,"Thai, Croatian, Spanish",1,0,1,1,1,1,,6753.9,4.6,70,50.8,2025-01-28,367,2025-02-22,1,10,2025-04-05
587,Whitney PLC,Thailand,Chiang Mai,"Dermatology, Dental",German,1,0,1,0,0,1,,8187.6,2.8,86,50.3,2025-02-26,484,2025-02-24,31,16,2025-03-26
588,Robles-Swanson,Turkey,Izmir,"Orthopedics, Dermatology","English, Spanish",0,1,1,1,1,0,,2058.25,1.7,69,63.9,2025-01-19,965,2025-03-16,25,36,2025-03-25
589,"Soto, Carlson and Baker",Mexico,Cancun,"Cosmetic Surgery, Dental, Cardiology","Croatian, Spanish",1,1,1,0,1,0,,6756.78,1.8,61,22.4,2025-04-08,189,2025-04-03,26,27,2025-04-16
590,"Patton, Parsons and Lane",Germany,Berlin,Dermatology,"Croatian, German, English",1,0,1,0,1,1,,7138.41,4.7,92,27.7,2025-02-18,723,2025-04-03,97,6,2025-04-06
591,"Williams, Castillo and Warren",Mexico,Mexico City,Orthopedics,"German, Thai",1,1,0,1,1,0,,2606.09,3.4,99,17.7,2025-03-03,348,2025-03-17,0,39,2025-03-30
592,"Harvey, Randall and Hernandez",Croatia,Split,Dermatology,Spanish,1,0,0,0,1,1,,1382.08,2.5,61,31.2,2025-03-13,318,2025-03-25,86,30,2025-04-17
593,"Allen, Armstrong and Graves",Turkey,Ankara,Fertility,"Thai, Hindi",0,1,0,1,0,1,,8133.73,1.0,70,10.1,2025-02-13,393,2025-03-06,58,0,2025-04-03
594,Smith LLC,Germany,Hamburg,"Orthopedics, Dental","Turkish, German",0,1,1,1,1,1,,1560.89,1.7,77,38.8,2025-02-28,891,2025-03-06,10,9,2025-04-18
595,Hernandez-Vaughn,Turkey,Izmir,"Cosmetic Surgery, Fertility, Orthopedics","English, Turkish",1,0,0,1,1,1,,975.7,3.4,73,18.9,2025-03-06,691,2025-03-31,98,1,2025-04-01
596,Shaw-Carr,Turkey,Istanbul,"Cosmetic Surgery, Orthopedics",Turkish,1,1,0,0,1,0,,5547.05,2.6,61,7.0,2025-04-06,129,2025-03-03,18,40,2025-04-03
597,Salas-Fitzgerald,Thailand,Chiang Mai,"Orthopedics, Cardiology",Croatian,1,0,0,1,1,0,,1894.13,4.9,90,58.7,2025-04-06,391,2025-03-17,92,5,2025-04-08
598,Thornton PLC,Germany,Hamburg,"Orthopedics, Dermatology",Spanish,1,0,1,0,0,1,,9951.72,3.5,84,61.7,2025-03-18,710,2025-02-26,6,23,2025-03-31
599,Hoffman Ltd,Thailand,Bangkok,"Cosmetic Surgery, Fertility","Hindi, Thai",0,1,0,1,1,0,,4368.24,1.1,76,47.7,2025-03-14,273,2025-03-20,76,50,2025-03-29
600,Fox-Edwards,Turkey,Istanbul,Fertility,Thai,1,0,0,1,1,1,,6530.34,2.3,74,34.8,2025-02-06,12,2025-03-28,43,20,2025-04-07
601,Stevens PLC,Croatia,Split,Orthopedics,"Turkish, Spanish, Hindi",0,1,1,1,0,0,,6498.15,3.2,72,6.9,2025-02-10,378,2025-03-30,37,48,2025-04-08
602,Payne-Lowe,Thailand,Phuket,"Dental, Fertility","Hindi, Spanish, Croatian",1,1,1,0,1,1,,9901.96,2.5,84,10.4,2025-01-31,971,2025-02-23,15,6,2025-04-06
603,"Becker, Lara and Baker",Mexico,Cancun,Cardiology,"Spanish, Croatian",1,1,1,0,1,1,,3534.33,2.5,56,48.2,2025-01-21,983,2025-03-09,97,40,2025-04-08
604,Lee-Wright,India,Bangalore,"Orthopedics, Fertility, Dermatology","Croatian, Turkish",1,1,0,0,1,1,,531.71,4.3,98,33.9,2025-03-27,699,2025-02-19,12,24,2025-03-31
605,"Evans, David and Hendrix",Germany,Munich,"Orthopedics, Fertility","English, Hindi, Spanish",0,0,1,0,1,0,,2081.36,3.5,93,7.5,2025-03-02,23,2025-03-02,76,50,2025-03-29
606,Bush-Vaughn,Thailand,Phuket,"Fertility, Dermatology, Orthopedics","Thai, Spanish",0,1,0,1,0,1,,1115.72,1.1,86,33.7,2025-03-18,700,2025-03-11,56,15,2025-03-24
607,Stewart-Bailey,Mexico,Mexico City,"Dermatology, Dental, Cosmetic Surgery",Spanish,1,0,0,0,1,1,,8690.61,1.3,76,69.0,2025-02-09,123,2025-03-04,99,38,2025-03-29
608,"Hill, Martinez and Rhodes",India,Bangalore,Orthopedics,"Croatian, Thai",0,1,1,0,1,1,,7307.93,3.0,91,32.2,2025-04-03,106,2025-04-09,33,48,2025-03-23
609,Huang-Foster,India,Delhi,"Fertility, Cosmetic Surgery, Orthopedics","German, Spanish, Thai",1,0,1,0,1,0,,4853.3,3.8,98,18.4,2025-03-16,350,2025-03-31,88,28,2025-04-08
610,Blevins-Ballard,Croatia,Split,"Cosmetic Surgery, Cardiology, Dermatology","English, Spanish, Thai",1,0,0,1,1,1,,3413.3,3.9,86,46.0,2025-02-17,730,2025-03-21,86,18,2025-04-14
611,Williams-Moses,Germany,Hamburg,Fertility,"German, Turkish, Croatian",0,0,0,1,0,0,,2964.5,3.9,97,62.8,2025-02-11,415,2025-03-19,79,10,2025-04-07
612,Reed Group,Germany,Berlin,"Cardiology, Cosmetic Surgery, Dermatology","Croatian, Turkish",0,1,0,1,1,0,,6853.08,1.3,64,23.0,2025-03-21,153,2025-04-01,77,49,2025-03-26
613,"Scott, Mendoza and Harris",Croatia,Zagreb,"Fertility, Cosmetic Surgery, Orthopedics","Hindi, Thai",0,0,0,1,0,1,,6450.82,4.8,82,5.8,2025-02-07,984,2025-03-15,94,34,2025-03-22
614,"Nelson, Hoffman and Nelson",USA,Los Angeles,"Cardiology, Dermatology",Spanish,1,0,0,0,1,0,,882.21,3.4,85,20.7,2025-03-25,750,2025-02-24,8,8,2025-04-02
615,Gilbert PLC,Turkey,Istanbul,Fertility,Hindi,1,1,0,0,1,0,,2366.05,1.5,55,34.8,2025-04-06,555,2025-03-12,27,38,2025-04-03
616,Sanchez Ltd,Turkey,Izmir,Cardiology,"Croatian, English",1,0,1,0,1,1,,6212.86,3.0,61,24.3,2025-02-16,526,2025-03-31,82,19,2025-04-10
617,"Perez, Hall and Garcia",Croatia,Dubrovnik,Cosmetic Surgery,"Thai, Hindi",1,1,0,0,1,0,,3532.47,4.9,80,36.2,2025-03-27,67,2025-03-01,55,43,2025-04-09
618,Love-Garcia,USA,New York,"Dermatology, Cardiology",Spanish,0,0,0,1,1,1,,7780.99,2.9,93,22.3,2025-01-30,215,2025-03-13,86,9,2025-04-08
619,Smith PLC,Mexico,Cancun,"Fertility, Dermatology","Thai, Spanish, German",1,1,1,0,1,1,,9376.13,4.3,73,11.3,2025-03-07,744,2025-03-27,95,20,2025-04-04
620,Russell Group,Turkey,Ankara,"Orthopedics, Dermatology, Dental","English, Turkish",1,0,1,1,0,0,,2481.79,3.9,68,60.1,2025-04-15,329,2025-03-22,48,20,2025-04-01
621,Santos-Avila,India,Bangalore,Fertility,"Hindi, Turkish, German",0,0,0,0,1,1,,9444.19,3.4,52,56.5,2025-02-28,704,2025-02-19,90,31,2025-04-11
622,Morris-Brewer,Turkey,Izmir,"Orthopedics, Dental, Cardiology",Thai,1,1,1,1,1,0,,4982.49,4.5,54,24.0,2025-02-25,844,2025-04-09,19,37,2025-04-09
623,Pearson and Sons,India,Delhi,"Dental, Orthopedics, Fertility","Hindi, Croatian",1,1,0,0,0,1,,9593.4,2.4,99,32.7,2025-03-22,188,2025-03-29,59,14,2025-04-04
624,"Rodgers, Jefferson and Johnson",Turkey,Ankara,Dermatology,"German, Croatian, Hindi",0,0,0,1,1,1,,8157.62,4.2,83,5.3,2025-02-12,382,2025-04-17,72,27,2025-04-17
625,Butler and Sons,India,Mumbai,"Orthopedics, Cosmetic Surgery, Cardiology","English, Thai, Croatian",0,0,0,0,1,0,,7643.12,4.1,77,59.1,2025-02-18,462,2025-02-21,94,9,2025-03-29
626,Osborn Group,Turkey,Istanbul,Dermatology,"German, Turkish, Hindi",1,0,1,1,0,1,,679.28,1.9,77,11.7,2025-03-21,598,2025-03-06,98,20,2025-04-01
627,Lopez-Curry,Thailand,Phuket,"Fertility, Cardiology, Cosmetic Surgery","Croatian, Hindi, Spanish",0,0,0,1,0,0,,749.13,3.4,52,56.3,2025-02-08,356,2025-04-14,41,20,2025-03-20
628,Mcdowell-Smith,Mexico,Tijuana,Fertility,"Spanish, Turkish",1,0,0,1,0,0,,8837.56,4.8,57,60.2,2025-03-01,26,2025-03-21,95,47,2025-04-12
629,"Morrison, Hebert and Rogers",Thailand,Bangkok,"Orthopedics, Dermatology",Spanish,1,0,0,0,0,0,,7687.76,1.5,81,53.6,2025-03-04,767,2025-03-29,53,12,2025-04-12
630,Hays-Daniels,USA,Miami,"Orthopedics, Cosmetic Surgery","English, Turkish, Croatian",0,1,1,1,0,1,,3923.73,2.2,54,31.8,2025-01-25,307,2025-04-04,89,5,2025-03-29
631,Small-Anderson,Germany,Munich,"Dental, Cosmetic Surgery","Thai, German, English",0,0,0,0,0,0,,1832.09,2.9,52,5.3,2025-03-23,887,2025-03-02,84,18,2025-04-07
632,"Mcdonald, Lee and Rodriguez",India,Mumbai,Orthopedics,Spanish,0,0,1,0,0,0,,5226.78,2.2,90,27.5,2025-03-16,636,2025-03-29,3,50,2025-04-18
633,Simon Ltd,Turkey,Istanbul,"Dental, Fertility","English, Hindi",1,0,0,0,0,1,,9023.29,1.4,54,9.0,2025-02-17,475,2025-03-23,68,28,2025-04-14
634,Higgins-Smith,Croatia,Dubrovnik,"Dental, Cosmetic Surgery, Orthopedics","German, Spanish",1,1,0,1,1,0,,1695.41,3.1,59,17.0,2025-04-08,761,2025-04-12,91,25,2025-04-09
635,Gibbs-Bradley,India,Delhi,Fertility,"Spanish, Thai",1,1,1,1,0,1,,4509.2,3.6,87,53.3,2025-04-14,765,2025-02-20,49,40,2025-04-17
636,Thompson Ltd,Croatia,Zagreb,Dental,Thai,0,0,0,1,1,0,,5934.82,2.9,72,14.3,2025-02-04,415,2025-03-21,27,29,2025-03-30
637,Wilcox-Robertson,Turkey,Izmir,"Dental, Cosmetic Surgery","Croatian, Hindi, German",1,0,1,1,1,1,,6800.86,3.7,71,55.2,2025-03-16,64,2025-02-27,46,27,2025-03-29
638,Morales Inc,USA,Miami,Dental,Turkish,0,0,1,0,1,1,,4799.37,3.2,55,69.6,2025-02-13,186,2025-03-24,65,12,2025-04-14
639,Holden Group,Croatia,Dubrovnik,Dental,Thai,1,0,0,1,0,0,,4057.49,1.4,60,46.1,2025-01-29,231,2025-02-24,96,45,2025-04-14
640,Boyle-Smith,India,Bangalore,"Fertility, Cosmetic Surgery",Turkish,1,1,1,1,1,1,,1793.14,4.8,50,6.3,2025-01-18,569,2025-03-07,39,13,2025-03-20
641,Young-Molina,Germany,Hamburg,"Dental, Dermatology, Orthopedics",Spanish,1,0,0,1,0,1,,4214.5,1.8,72,6.0,2025-03-14,143,2025-02-20,51,7,2025-03-26
642,Turner-Sharp,Germany,Hamburg,"Fertility, Dermatology, Orthopedics",Thai,1,1,0,0,1,0,,7830.75,3.4,64,47.9,2025-03-11,841,2025-04-11,69,47,2025-03-30
643,Green LLC,Thailand,Bangkok,Dermatology,"German, English",1,1,0,1,1,0,,8824.3,3.8,100,35.6,2025-03-12,230,2025-03-16,13,5,2025-03-26
644,"Young, Contreras and Marshall",India,Bangalore,"Fertility, Orthopedics","Turkish, Croatian, English",0,1,1,1,1,1,,6836.3,2.0,72,6.9,2025-04-06,730,2025-02-26,62,15,2025-03-31
645,Sullivan PLC,Thailand,Bangkok,"Orthopedics, Cosmetic Surgery, Dental","Turkish, Hindi, Thai",1,1,0,0,0,0,,1616.0,4.1,73,42.2,2025-01-18,925,2025-03-11,53,25,2025-03-27
646,"Carrillo, Vaughn and Fowler",Germany,Berlin,"Dermatology, Orthopedics","Hindi, Croatian",0,1,1,0,0,0,,729.37,4.8,56,21.8,2025-02-25,821,2025-04-17,93,29,2025-03-22
647,Richardson-Walker,Turkey,Ankara,"Cosmetic Surgery, Dermatology, Fertility","Turkish, English",1,1,1,0,0,1,,7536.7,4.0,99,58.9,2025-02-14,877,2025-04-13,42,22,2025-03-30
648,Mendoza Group,India,Bangalore,Cosmetic Surgery,"English, Thai",0,1,1,1,0,1,,2420.42,4.4,81,25.9,2025-02-21,917,2025-03-26,96,10,2025-03-19
649,"Zhang, Brooks and Miles",Mexico,Mexico City,Dental,Hindi,1,1,0,1,0,0,,1386.95,3.8,92,29.7,2025-03-16,149,2025-03-04,43,34,2025-04-07
650,Todd-Pham,Thailand,Bangkok,"Dental, Cosmetic Surgery","Hindi, English, German",0,1,0,0,0,1,,750.41,1.9,94,70.8,2025-03-18,896,2025-04-04,56,41,2025-03-24
651,Gill Ltd,Mexico,Cancun,Cosmetic Surgery,English,1,1,1,0,1,0,,8555.1,3.3,90,41.9,2025-02-28,764,2025-04-02,90,50,2025-04-07
652,"Marks, Miller and Griffin",Croatia,Split,"Cosmetic Surgery, Dermatology",German,1,0,0,1,0,0,,1417.9,4.7,82,51.3,2025-02-09,321,2025-04-12,77,14,2025-03-26
653,"Cox, Stark and Rodriguez",Turkey,Izmir,"Dermatology, Cardiology, Fertility","German, Hindi",0,1,1,1,1,0,,9555.06,1.7,85,32.8,2025-01-25,58,2025-02-20,44,30,2025-03-22
654,"Leach, Harris and Herrera",Germany,Berlin,Dermatology,"English, Thai",1,1,0,1,1,0,,9868.96,1.9,78,23.0,2025-01-19,690,2025-03-30,42,14,2025-03-31
655,Murphy PLC,Croatia,Dubrovnik,"Fertility, Cardiology","Hindi, German, English",0,1,0,0,0,1,,7438.61,3.9,65,70.6,2025-03-27,855,2025-04-07,3,41,2025-03-20
